id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
13-478,Honolulu was formed by,"{'text': ['the gods', 'a volcanic crevasse', 'a tidal wave', 'a typhoon'], 'label': ['A', 'B', 'C', 'D']}",B,mountains are formed by volcanoes,1.0,1.7999999523162842,dc78319bb0
13-479,Which are likeliest to repel one another?,"{'text': ['two mighty oak trees', 'two ice cream cones', 'two pieces of silverware', 'two bottles of water'], 'label': ['A', 'B', 'C', 'D']}",C,if two objects have the same charge then those two materials will repel each other,0.800000011920929,1.2000000476837158,7b06152ffc
13-480,rocks often contain large amounts of,"{'text': ['chocolate', 'shoes', 'hard shiny alloy', 'rubber'], 'label': ['A', 'B', 'C', 'D']}",C,rocks often contain large amounts of metal,1.0,2.0,6240cdfd8d
13-482,Why do companies heat up milk before they bottle it?,"{'text': ['the milk is probably sour', 'it tastes bad that way', 'small organisms could make you sick', 'the cow could get angry'], 'label': ['A', 'B', 'C', 'D']}",C,pasteurization reduces the amount of bacteria in milk,1.0,2.0,0317ce7c33
13-484,What does a beaver use to find something to munch on with?,"{'text': ['antennas', 'teeth', 'gills', 'sense organs'], 'label': ['A', 'B', 'C', 'D']}",D,the nervous system sends observations in the form of electrical signals to the rest of the body,0.800000011920929,2.0,7c933a44d8
13-485,A pepper would be hottest if it was,"{'text': ['defecated into a bottle by a yeti', 'frozen in a commercial freezer', 'left it in the sun', 'eaten by a super model'], 'label': ['A', 'B', 'C', 'D']}",C,absorbing sunlight causes objects to heat,1.0,2.0,7c933a44d8
13-486,Waxy leaves are used by some plants for what?,"{'text': ['Sodium Chloride', 'Gold', 'Keeping hyrdrogen dioxide', 'Barium'], 'label': ['A', 'B', 'C', 'D']}",C,waxy leaves are used for storing water by some plants,0.800000011920929,1.0,c1e2e5a65e
13-487,"during the winter, a man's central heating stops functioning. Which of these could be a lifeline?","{'text': ['cranking on the air conditioner', 'leaving the oven lid open', 'leaving the fan on', 'leaving the window open'], 'label': ['A', 'B', 'C', 'D']}",B,an oven is a source of heat,1.0,2.0,cf7109905e
13-490,When a person expires they,"{'text': ['come back alive', 'rejuvenate', 'decompose', 'rejoice'], 'label': ['A', 'B', 'C', 'D']}",C,dead organisms rot,1.0,2.0,dc78319bb0
13-492,An organism that has an unusual habitat on it's back is,"{'text': ['carrier snails', 'feelings', 'magic', 'love'], 'label': ['A', 'B', 'C', 'D']}",A,"when a habitat can support living things , living things can live in that habitat",1.0,2.0,cee82219a0
13-493,"If a person wants to move heat quickly, they could use the sun's warmth. The best thing for absorbing it would be","{'text': ['a brass sheet', 'a wool cap', 'a rubber duck', 'a plastic ball'], 'label': ['A', 'B', 'C', 'D']}",A,metal is a thermal conductor,0.800000011920929,2.0,b356d338b7
13-494,An electromagnet contains cylindrical what?,"{'text': ['plate armor', 'wind', 'water', 'air'], 'label': ['A', 'B', 'C', 'D']}",A,an electromagnet contains cylindrical ferrous metal,1.0,1.600000023841858,1e6dc77bb6
13-497,What does the earth orbit that causes the seasons to change?,"{'text': ['mercury', 'venus', 'pluto', 'plasma star'], 'label': ['A', 'B', 'C', 'D']}",D,the moon orbits the Earth,1.0,1.7999999523162842,52dbc5c7af
13-500,"If a field is planted with something that will be sold later in the refrigerated section, then that something was intended to be consumed by","{'text': ['elephants', 'toddlers', 'bears', 'bees'], 'label': ['A', 'B', 'C', 'D']}",B,humans eat crops,1.0,1.2000000476837158,b356d338b7
13-501,If a day goes by and night falls surprisingly quickly,"{'text': ['it is likely freezing', 'summer is just beginning', 'the beaches are opening', 'summer solstice is being celebrated'], 'label': ['A', 'B', 'C', 'D']}",A,the amount of daylight is least in the winter,0.800000011920929,1.600000023841858,b356d338b7
13-502,Which of these would enjoy the flavor of honey?,"{'text': ['Raccoons', 'Leaves', 'Bacteria', 'Flowers'], 'label': ['A', 'B', 'C', 'D']}",A,animals taste flavors,0.800000011920929,1.7999999523162842,77e0532fb7
13-503,usually plants die or become dormant after the,"{'text': ['lowest solstice', 'naptime', 'a good book', 'lunch'], 'label': ['A', 'B', 'C', 'D']}",A,usually plants die or become dormant during the winter,0.800000011920929,1.600000023841858,6240cdfd8d
13-504,the lunar surface contains,"{'text': ['aliens', 'snakes', 'bumpless regions', 'trees'], 'label': ['A', 'B', 'C', 'D']}",C,the moon 's surface contains flat areas,1.0,2.0,6240cdfd8d
13-505,As frozen water decreases more sunlight is,"{'text': ['absorbed', 'frozen', 'detected', 'reflected'], 'label': ['A', 'B', 'C', 'D']}",A,glaciers melting has a negative impact on the glaicial environment,0.800000011920929,2.0,7c933a44d8
13-507,An adaptation that humans have created through the help of science is,"{'text': ['freckles', 'feces', 'eye color', 'flying'], 'label': ['A', 'B', 'C', 'D']}",D,An example of an adaptation is camel humps,0.800000011920929,2.0,cee82219a0
13-508,What does a stove generate for cooking?,"{'text': ['ice', 'scorching temperatures', 'cold', 'freezing'], 'label': ['A', 'B', 'C', 'D']}",B,a stove generates heat for cooking usually,1.0,2.0,1e6dc77bb6
13-509,the winter solstice is on June 21st in the,"{'text': ['upper side of earth', 'only online in blogs', 'on the dark side of the moon', 'lower half of terra'], 'label': ['A', 'B', 'C', 'D']}",D,the winter solstice is on June 21st in the southern hemisphere,0.800000011920929,1.600000023841858,6240cdfd8d
13-510,glucose causes food to taste,"{'text': ['wet', 'like candy', 'dry', 'hot'], 'label': ['A', 'B', 'C', 'D']}",B,sugar causes food to taste sweet,0.800000011920929,1.600000023841858,6240cdfd8d
13-511,"If a hilly area that reaches incredible peaks is existing, then what happened long ago was","{'text': ['things were steamed', 'rocks were tiny', 'stones crumpling together', 'plants were eaten'], 'label': ['A', 'B', 'C', 'D']}",C,the Appalachians were formed by rock folding,0.800000011920929,1.7999999523162842,b356d338b7
13-512,Cactus house a great amount of,"{'text': ['favorite fishing holes', 'chlorophyll', 'bark', 'pine cones'], 'label': ['A', 'B', 'C', 'D']}",B,a plant cell contains chloroplasts,1.0,2.0,dc78319bb0
13-513,"if a solid piece stands out in the elements, and reduces in size over time, what might have happened?","{'text': ['it is moving away', 'it has been depressed', 'it has been stolen', 'it has been weathered down'], 'label': ['A', 'B', 'C', 'D']}",D,sediment is formed by weathering,1.0,2.0,cf7109905e
13-515,A/an __________________ is reusable,"{'text': ['liquid soap', 'dish towel', 'band-aid', 'apple'], 'label': ['A', 'B', 'C', 'D']}",B,something reusable can be used more than once,0.800000011920929,2.0,a8ecf6eaeb
13-516,An example of reproduction is,"{'text': ['sleeping', 'mestrual vessel releasing', 'skipping', 'snacking'], 'label': ['A', 'B', 'C', 'D']}",B,An example of reproduction is laying eggs,0.800000011920929,1.600000023841858,6240cdfd8d
13-517,What could be a conductor of energy?,"{'text': ['a nickel', 'carrots', 'wood', 'cotton'], 'label': ['A', 'B', 'C', 'D']}",A,metal is an electrical energy conductor,0.800000011920929,2.0,cee82219a0
13-518,Eight month old tuna salad will make a person,"{'text': ['hairy', 'rich', 'clean', 'sick'], 'label': ['A', 'B', 'C', 'D']}",D,food spoiling has a negative impact on the health of the animal that eats that food,1.0,2.0,dc78319bb0
13-519,if an organism makes food for itself then that organism needs to,"{'text': ['take naps', 'swim fast', 'synthesize itsenergy', 'ride bicycles'], 'label': ['A', 'B', 'C', 'D']}",C,if an organism makes food for itself then that organism does not need to eat other organisms,0.800000011920929,1.600000023841858,6240cdfd8d
13-520,Slurping down your urine shows you're,"{'text': ['bed-wetting', 'recycling', 'menstruating', 'preserving wetlands'], 'label': ['A', 'B', 'C', 'D']}",B,An example of conservation is avoiding waste,0.800000011920929,1.600000023841858,7c933a44d8
13-524,safety goggles are used for protecting the eyes during,"{'text': ['sleeping', 'persuits of knowledge', 'dancing', 'singing'], 'label': ['A', 'B', 'C', 'D']}",B,safety goggles are used for protecting the eyes during experiments,0.800000011920929,1.600000023841858,6240cdfd8d
13-525,natural disasters can cause animals to,"{'text': ['deep fry', 'dance', 'trek', 'nap'], 'label': ['A', 'B', 'C', 'D']}",C,natural disasters can cause animals to leave an environment,1.0,1.600000023841858,6240cdfd8d
13-527,"if you increase the mass of a celestial body, it will","{'text': ['lose rotation', 'lose gravitational force', 'gain gravitational force', ""maintain it's gravity""], 'label': ['A', 'B', 'C', 'D']}",C,"as mass of a celestial body increases , the force of gravity on that planet will increase",0.800000011920929,1.600000023841858,9cc91104fa
13-529,Which is true?,"{'text': ['glaciers make depressions that water can pool in', 'lions hunt glaciers in the wild', 'glaciers are generally high temperature objects', 'glaciers can change directions rapidly for speed'], 'label': ['A', 'B', 'C', 'D']}",A,a glacier causes mechanical weathering,1.0,2.0,7b06152ffc
13-531,When would most people wear shorts?,"{'text': ['a ski trip', 'a cold night', 'a cold morning', 'a noon picnic'], 'label': ['A', 'B', 'C', 'D']}",D,"as temperature during the day increases , the temperature in an environment will increase",1.0,2.0,7c933a44d8
13-535,Where do bees get nutrition?,"{'text': [""seeds from a farmer's field"", 'from the leaves of trees', 'the local grocery store', 'a powdery substance found in the reproductive parts of plants'], 'label': ['A', 'B', 'C', 'D']}",D,bees eat pollen,1.0,2.0,3f32b550f3
13-536,The sidewalk next to a house having a crack in it and having vegetation growing from it is considered?,"{'text': ['insects', 'weathering', 'erosion', 'lava'], 'label': ['A', 'B', 'C', 'D']}",B,soil erosion is when wind move soil from environments,0.800000011920929,1.7999999523162842,52dbc5c7af
13-538,"Dozens in your workplace are sick with the flu. To protect yourself, you might","{'text': ['inject yourself with deactivated elements of the illness', 'inject yourself with a smallpox vaccine', ""Inject yourself with a healthy person's blood"", 'inject yourself with morphine'], 'label': ['A', 'B', 'C', 'D']}",A,vaccines can help prevent illness,1.0,1.600000023841858,77e0532fb7
13-541,If your grandma sends you out in the yard to get the weeds out of the garden she means to,"{'text': ['water the weeds thoroughly', 'rip them out of the soil', 'fertilize and till the weeds', 'ask them to leave the yard'], 'label': ['A', 'B', 'C', 'D']}",B,if a weed is pulled then that weed is destroyed,1.0,2.0,a8ecf6eaeb
13-543,Stopping the photosynthesis process would require,"{'text': ['providing a plant with a oxygen rich environment', 'placing a plant in total darkness 24/7', 'watering a plant regularly', 'putting a plant in a sunny area'], 'label': ['A', 'B', 'C', 'D']}",B,a leaf absorbs sunlight to perform photosynthesis,1.0,2.0,a8ecf6eaeb
13-547,An hunter that wants to be undetected seeking out deer in the forest might,"{'text': ['be dressed bushy green and brown attire', 'cover themselves in tree sap', 'be dressed in arctic camouflage', 'change their facial expression'], 'label': ['A', 'B', 'C', 'D']}",A,camouflage can be used for hunting for prey,1.0,2.0,77e0532fb7
13-548,The winter solstice is the shortest day in the northern,"{'text': ['sky', 'parts of Australia', 'globes top half', 'counties of Tasmania'], 'label': ['A', 'B', 'C', 'D']}",C,the amount of daylight is least on the winter solstice,1.0,1.7999999523162842,dc78319bb0
13-549,A way for an octopus to evade predators is to,"{'text': ['befriend the predator', 'emulate a rock', 'swim around', 'bury itself underground'], 'label': ['A', 'B', 'C', 'D']}",B,avoiding predators has a positive impact on prey 's ability to reproduce,0.800000011920929,1.600000023841858,52dbc5c7af
13-550,Metal is sometimes what?,"{'text': ['wooden', 'salty', 'polar opposite', 'wind'], 'label': ['A', 'B', 'C', 'D']}",C,metal is sometimes magnetic,0.800000011920929,1.7999999523162842,1e6dc77bb6
13-551,hunting means humans stalk and murder animals in,"{'text': ['space', 'bathrooms', 'the sahara', 'television'], 'label': ['A', 'B', 'C', 'D']}",C,hunting means humans kill animals in the wild,1.0,1.7999999523162842,6240cdfd8d
13-552,January is during the winter in what location?,"{'text': ['Cape Town', 'Melbourne', 'Caracas', 'Rio de Janeiro'], 'label': ['A', 'B', 'C', 'D']}",C,January is during the winter in the northern hemisphere,0.800000011920929,1.399999976158142,fceb6ad063
13-554,Which is likely to have come from the same supplier that the florist gets their product from?,"{'text': ['a laptop computer', 'a human', 'a steak', 'a durian'], 'label': ['A', 'B', 'C', 'D']}",D,some flowers become fruits,1.0,1.7999999523162842,7b06152ffc
13-555,An eagle will use their claws to catch which of the following?,"{'text': ['nuts', 'elephant', 'bear', 'mouse'], 'label': ['A', 'B', 'C', 'D']}",D,claws are used to catch prey by some predators,1.0,2.0,52dbc5c7af
13-557,Friction might be,"{'text': ['Breathing', 'rubbing knees', 'Running', 'Rainbows'], 'label': ['A', 'B', 'C', 'D']}",B,friction occurs when two object 's surfaces move against each other,1.0,1.600000023841858,cee82219a0
13-559,Sailors guided themselves with the night sky using a,"{'text': ['the sun', 'the moon', 'never moving star', 'light houses'], 'label': ['A', 'B', 'C', 'D']}",C,the North Star does not move in the sky in the Northern Hemisphere each night,1.0,1.7999999523162842,dc78319bb0
13-560,"If you want to study a flower closely, use","{'text': ['an enlarger', 'a fork', 'a mirror', 'a telescope'], 'label': ['A', 'B', 'C', 'D']}",A,microscope is used to see small things by making them appear bigger,0.800000011920929,1.600000023841858,474293f37c
13-561,A person in the tundra without a clothing will,"{'text': ['fly', 'shiver', 'experience heatstroke', 'undress'], 'label': ['A', 'B', 'C', 'D']}",B,shivering is when an animal creates heat by shaking to keep the body warm,1.0,2.0,dc78319bb0
13-563,Which is bad for the environment?,"{'text': ['recycling old goods', 'using a generator', 'protecting nature', 'eating food'], 'label': ['A', 'B', 'C', 'D']}",B,burning gasoline is a source of pollution,0.800000011920929,1.600000023841858,9360eb45e7
13-566,A thing that avoids all harm for its entire life will most likely avoid ever experiencing,"{'text': ['having a warm shelter', 'drinking plenty of water', 'being given a meal', 'being set on fire'], 'label': ['A', 'B', 'C', 'D']}",D,fire causes harm to living things,1.0,1.600000023841858,b356d338b7
13-567,birds lay,"{'text': ['rocks', 'clouds', 'trees', 'calcium life pods'], 'label': ['A', 'B', 'C', 'D']}",D,birds lay eggs,1.0,1.600000023841858,6240cdfd8d
13-568,You can eventually obtain water from a lake even if it's,"{'text': ['frozen', 'gone', 'evaporated', 'dry'], 'label': ['A', 'B', 'C', 'D']}",A,a body of water is a source of water,1.0,2.0,7c933a44d8
13-572,Galileo dismissed what as a mere star?,"{'text': ['Neptune', 'Venus', 'Saturn', 'the moon'], 'label': ['A', 'B', 'C', 'D']}",A,Galileo Galilei made improvements to the telescope to make better observations of celestial bodies,0.800000011920929,1.600000023841858,7c933a44d8
13-573,Some Eagles might even consume,"{'text': ['Love', 'Emotions', 'Sloths', 'Astroids'], 'label': ['A', 'B', 'C', 'D']}",C,eagles eat rabbits,1.0,2.0,cee82219a0
13-574,A good place to use a thermometer is,"{'text': ['your butt', 'a radio', 'a wall socket', 'a bookbag'], 'label': ['A', 'B', 'C', 'D']}",A,a thermometer is used to measure temperature,1.0,2.0,7c933a44d8
13-575,the moon 's surface contains many,"{'text': ['trees', 'oceans', 'smoothies', 'ground bumps'], 'label': ['A', 'B', 'C', 'D']}",D,the moon 's surface contains many craters,1.0,2.0,6240cdfd8d
13-577,"wildfire that is passed through the tree tops are dangerous, why?","{'text': ['it changes at the tip of a hat', 'it has magic powers', 'it creates a blackhole to suck up Earth', 'it has the power to travel in time'], 'label': ['A', 'B', 'C', 'D']}",A,drought may cause wildfires,0.800000011920929,1.600000023841858,cee82219a0
13-578,One of the reasons some species go extinct is because predators,"{'text': ['have school with them', 'tickle and cuddle them', 'murder too many of them', 'go dancing with them'], 'label': ['A', 'B', 'C', 'D']}",C,if a new predator begins eating prey then the population of that prey will decrease,1.0,1.7999999523162842,bdb4135787
13-579,Guavas with many leaves,"{'text': ['are mature', ""haven't grown"", 'are immature', 'are birds'], 'label': ['A', 'B', 'C', 'D']}",A,"when a plant grows , the number of the leaves of that plant may increase",0.800000011920929,1.600000023841858,7c933a44d8
13-580,One way to remember the method of Scientific Classification is,"{'text': ['run', 'dive', 'swim', 'make a sentence'], 'label': ['A', 'B', 'C', 'D']}",D,classifying means grouping materials by their properties,0.800000011920929,1.600000023841858,cee82219a0
13-581,Which is true?,"{'text': ['balloons and stars are composed of exactly the same materials', 'balloons and stars are the same size', 'stars and balloons share some of the same gases', 'balloons and stars contain sodium'], 'label': ['A', 'B', 'C', 'D']}",C,a star is made of gases,1.0,1.7999999523162842,7b06152ffc
13-582,Sprinklers during the summer is prohibited because of,"{'text': ['documentation', 'vaporization', 'solicitation', 'rowdy neighbors'], 'label': ['A', 'B', 'C', 'D']}",B,evaporation is when water is drawn back up into the air in the water cycle,0.800000011920929,1.2000000476837158,dc78319bb0
13-583,Which of these could be a reason why the stars seem to be in a different place at dusk than at dawn?,"{'text': ['rotation of the sky', 'rotation of the sun', 'rotation of the earth', 'rotation of the person'], 'label': ['A', 'B', 'C', 'D']}",C,the Earth rotating on its axis causes stars to appear to move across the sky at night,1.0,2.0,0317ce7c33
13-584,Special tissues in plants transport minerals throughout what?,"{'text': ['flora', 'space', 'planets', 'atmosphere'], 'label': ['A', 'B', 'C', 'D']}",A,special tissues in plants transport minerals throughout the plant,0.800000011920929,1.2000000476837158,1e6dc77bb6
13-585,if a habitat is destroyed then that habitat,"{'text': ['is clean', 'is smelly', 'is super', 'is gone forever'], 'label': ['A', 'B', 'C', 'D']}",D,if a habitat is destroyed then that habitat can not support animals,1.0,2.0,6240cdfd8d
13-587,You can use what to fake sunlight for plants?,"{'text': ['love', 'a flash light', 'breathing', 'water'], 'label': ['A', 'B', 'C', 'D']}",B,a plant light is used for help plants by mimicking sunlight,1.0,2.0,cee82219a0
13-589,which one of these would make a great organic manure later on?,"{'text': ['a plastic spoon and fork', 'a white plastic chair', 'a family of raccoons', 'a plastic water bottle'], 'label': ['A', 'B', 'C', 'D']}",C,plastic is a nonrenewable resource,1.0,2.0,cf7109905e
13-590,Breaking free from it's cocoon is the last part it's,"{'text': ['mid-life crisis', 'mutation', 'fashion sense', 'diet'], 'label': ['A', 'B', 'C', 'D']}",B,a moth undergoes metamorphosis,0.800000011920929,1.600000023841858,dc78319bb0
13-591,which one of these places would a person have the least need for a clothes dryer?,"{'text': ['in the tropical rain forest', 'in a humid cave', 'in the hot desert', 'in a wet town'], 'label': ['A', 'B', 'C', 'D']}",C,a desert environment is dry,1.0,2.0,cf7109905e
13-594,"in the presence heat, which of these comes about?","{'text': ['a melted snocone at the cafeteria', 'an ice cream cone', 'a piece of gum', 'a large metamorphic rock'], 'label': ['A', 'B', 'C', 'D']}",A,adding heat to something kills viruses in that something,0.800000011920929,2.0,52dbc5c7af
13-595,"If a creek is headed to the west and a stone is tossed in and sinks, but a leaf also drops in and stays on top of the water, what will likely happen?","{'text': ['the leaf heads west', 'the stone will burn', 'the stone floats up', 'the leaf heads north'], 'label': ['A', 'B', 'C', 'D']}",A,flowing liquid can push objects,1.0,2.0,b356d338b7
13-596,a little rat startles a cat and ends up as the cat's lunch. What does that make the car?,"{'text': ['the cat is a dog', 'the cat is a bad cat', 'the cat is carnivorous or omnivorous', 'the cat loves milk'], 'label': ['A', 'B', 'C', 'D']}",C,if an animal eats another animal then that animal is a carnivore or omnivore or predator,1.0,2.0,cf7109905e
13-598,Single cell organisms can put an animal in the,"{'text': ['funny farm', 'space program', 'emergency room', 'hall of fame'], 'label': ['A', 'B', 'C', 'D']}",C,bacteria can cause people to become ill,1.0,2.0,dc78319bb0
13-600,steam is a kind of water above,"{'text': ['the stove', '373 kelvin', 'the moon', 'jupiter'], 'label': ['A', 'B', 'C', 'D']}",B,steam is a kind of water above 100 degrees celsius,1.0,1.600000023841858,6240cdfd8d
13-602,As the earth tilts towards the sun you will see,"{'text': ['frozen glaciers', 'yards being mowed', 'blizzards daily', 'leaves being raked'], 'label': ['A', 'B', 'C', 'D']}",B,seasons cause change to the environment,0.800000011920929,1.600000023841858,dc78319bb0
13-603,A plastic toy reduced to a puddle was left on a,"{'text': ['steep mountain', 'iceberg', 'government propaganda flick', 'hotplate'], 'label': ['A', 'B', 'C', 'D']}",D,melting is when solids are heated above their melting point,1.0,2.0,7c933a44d8
13-604,"If a thing is a producer of pollen and seeds, it may be located in","{'text': ['a cabinet', 'a bag', 'a microwave', 'a vase'], 'label': ['A', 'B', 'C', 'D']}",D,a flower produces pollen and seeds,0.800000011920929,1.7999999523162842,b356d338b7
13-606,"If a young tern is found in a locked box, dead, without marks on it, a the most likely cause of death was","{'text': ['violent stabbing', 'accidental shooting', 'ceremonial burning', 'untouched asphyxiation'], 'label': ['A', 'B', 'C', 'D']}",D,an animal requires air for survival,1.0,1.600000023841858,b356d338b7
13-607,Marbles in the right light make,"{'text': ['rainbows', 'thee channel change', 'demons appear', 'the sun appear'], 'label': ['A', 'B', 'C', 'D']}",A,a rainbow is formed by refraction of light by splitting light into all different colors,1.0,2.0,dc78319bb0
13-609,Which of these might use plants for an energy source,"{'text': ['television', 'station wagon', 'toy car', 'action figure'], 'label': ['A', 'B', 'C', 'D']}",B,plants are a source of biofuel,0.800000011920929,0.800000011920929,0d935542d3
13-610,Who is likely to receive its coloration and hairy body from its parents?,"{'text': ['Peter the Parakeet', 'Valentina the Vole', 'Terry the Tuna', 'Greta the Grouper'], 'label': ['A', 'B', 'C', 'D']}",B,the coloration of fur is an inherited characteristic,0.800000011920929,2.0,7b06152ffc
13-613,The floating arrow on a compass always points away from the,"{'text': ['east', 'south', 'west', 'north'], 'label': ['A', 'B', 'C', 'D']}",B,the floating arrow on a compass always points towards the north,1.0,1.7999999523162842,7189327f06
13-614,"a scuba diver startles an octopus, and suddenly the water changed color, what happened?","{'text': ['it died and released a color', 'it was amused by the diver', 'it was trying to hide from the diver', 'it was thanking the diver'], 'label': ['A', 'B', 'C', 'D']}",C,ink is used for hiding from predators by octopuses,1.0,1.7999999523162842,cf7109905e
13-615,A good mixture would be,"{'text': ['water and olive oil', 'coffee and almond creamer', 'salt and fresh tacos', 'sugar and frozen milk'], 'label': ['A', 'B', 'C', 'D']}",B,An example of a mixture is clay mixed together,1.0,1.7999999523162842,b356d338b7
13-616,A sea cow would be most uncomfortable in,"{'text': ['a desert', 'a fjord', 'an ocean park', 'lots of water'], 'label': ['A', 'B', 'C', 'D']}",A,a desert environment is low in availability of water,0.800000011920929,2.0,7c933a44d8
13-617,Clouds flit and flow,"{'text': ['in a bank', 'on the internet', 'above our heads', 'in cloudless skies'], 'label': ['A', 'B', 'C', 'D']}",C,water vapor is found in the atmosphere,0.800000011920929,1.7999999523162842,7c933a44d8
13-618,Which is likely to be a step in a shrub's reproductive process?,"{'text': ['a logger chops the shrub down', 'a fire ravages the shrub and its local ecosystem', 'a human makes a smoothie out of some raspberries', 'a hare eats its berries and deposits leftovers far away'], 'label': ['A', 'B', 'C', 'D']}",D,pollination requires pollinating animals,1.0,2.0,7b06152ffc
13-620,An example of evaporation is a body of water drying up by,"{'text': ['prolonged solar expsosure', 'cooking lunch', 'taking naps', 'smiting enemies'], 'label': ['A', 'B', 'C', 'D']}",A,An example of evaporation is a body of water drying up by absorbing heat energy,1.0,2.0,6240cdfd8d
13-621,What to humans do that causes animals to lose their habitats?,"{'text': ['make apartments', 'take walks', 'sing songs', 'eat corn'], 'label': ['A', 'B', 'C', 'D']}",A,humans moving into an environment usually causes native species to lose their habitats,1.0,2.0,7b06152ffc
13-623,Which is likely to disappear?,"{'text': ['the last surviving member of a population', 'a male and female rabbit', 'a male and female horse', 'a wild dandelion root'], 'label': ['A', 'B', 'C', 'D']}",A,if all members of a species cannot produce offspring then that species will likely become extinct,1.0,2.0,7b06152ffc
13-624,a fish lives in water and filters the water through its,"{'text': ['tail', 'gill slats', 'eyes', 'fins'], 'label': ['A', 'B', 'C', 'D']}",B,a fish lives in water,1.0,2.0,6240cdfd8d
13-625,If one electrical conductor touches another one what will flow through them both?,"{'text': ['zapping power', 'tea', 'water', 'milk'], 'label': ['A', 'B', 'C', 'D']}",A,if one electrical conductor contacts another electrical conductor then electricity will flow through both conductors,1.0,2.0,1e6dc77bb6
13-626,Baking soda can react chemically with what?,"{'text': ['oxidized alcohol', 'sunlight', 'dirt', 'wind'], 'label': ['A', 'B', 'C', 'D']}",A,baking soda can react chemically with vinegar,0.800000011920929,1.7999999523162842,1e6dc77bb6
13-628,Incinerating half a herd of cows means there will be,"{'text': ['fewer cows', 'slightly more cows', 'more cows', 'many more cows'], 'label': ['A', 'B', 'C', 'D']}",A,harming an animal species causes that animal 's population to decrease,1.0,2.0,7c933a44d8
13-630,The size of a persons head is,"{'text': ['changed', 'calculated', 'determined by food', 'predetermined'], 'label': ['A', 'B', 'C', 'D']}",D,the shape of body parts is an inherited characteristic,1.0,2.0,dc78319bb0
13-631,To have a positive impact of the environment,"{'text': ['use Styrofoam plates and bowls', 'use more paper towels', 'drive a car that guzzles gas', 'salvage plastic bottles instead of throwing them away'], 'label': ['A', 'B', 'C', 'D']}",D,conserving resources has a positive impact on the environment,1.0,2.0,52dbc5c7af
13-632,It's easy to be crushed by rocks lounging,"{'text': ['near a sloping mountainside', 'on a frozen pond', 'on a mall escalator', 'in the middle of a peaceful cemetery'], 'label': ['A', 'B', 'C', 'D']}",A,landslides often occur on mountains,1.0,2.0,7c933a44d8
13-635,a solar panel converts astral radiation into electricity which charges a  rechargeable battery that can go into an,"{'text': ['cupcake', 'rock', 'illuminated police baton', 'stick'], 'label': ['A', 'B', 'C', 'D']}",C,a solar panel converts sunlight into electricity,1.0,2.0,6240cdfd8d
13-636,A contractor could take the granite off your kitchen counter and,"{'text': ['break it with feathers', 'damage it with a couple ice cubes', 'destroy it in a volcano', 'make it really feel badly about itself'], 'label': ['A', 'B', 'C', 'D']}",C,being exposed to heat can cause erosion of rocks,0.800000011920929,1.2000000476837158,7c933a44d8
13-637,"a person takes a dive under the sea and feels faint, with a dart stuck to them. What might have happened?","{'text': ['they encountered a cnidaria', 'they must have startled a shark', 'they came in contact with a whale', 'they encountered the wrath of Poseidon'], 'label': ['A', 'B', 'C', 'D']}",A,poisonous darts are used for defense by sea anemones,1.0,2.0,cf7109905e
13-638,A telescope is required for detailed observation of what?,"{'text': ['mountains', 'oceans', 'clouds', 'astral bodies'], 'label': ['A', 'B', 'C', 'D']}",D,detailed observation of celestial objects requires a telescope,1.0,2.0,1e6dc77bb6
13-640,Flashlights require batteries,"{'text': ['to properly illuminate objects', 'to illuminate alien creatures', 'to be used as a weapon', 'to meet height values'], 'label': ['A', 'B', 'C', 'D']}",A,a flashlight emits light,1.0,1.600000023841858,52dbc5c7af
13-642,If I wanted to make something move faster I could,"{'text': ['slow it down', 'stomp on it', 'stop it', 'roll it'], 'label': ['A', 'B', 'C', 'D']}",D,"as force exerted on an object increases , distance travelled will increase",1.0,2.0,cee82219a0
13-646,Some plants have developed the ability to do what with their seeds?,"{'text': ['put makeup on', 'go running', 'catapult', 'do magic'], 'label': ['A', 'B', 'C', 'D']}",C,seed dispersal has a positive impact on a plant,1.0,2.0,cee82219a0
13-647,Which of these allows humans to walk around?,"{'text': ['luck', 'glucose', 'magic', 'sand'], 'label': ['A', 'B', 'C', 'D']}",B,an organism breaks down sugar to release energy,1.0,1.600000023841858,0317ce7c33
13-648,What is most like a fish?,"{'text': ['offspring of frogs', 'a desk', 'a diva', 'a solar system'], 'label': ['A', 'B', 'C', 'D']}",A,young amphibians breathe through gills,1.0,2.0,7c933a44d8
13-649,Which relationship involves inheritance of genetics?,"{'text': ['mother-daughter', 'friend-friend', 'teacher-student', 'husband-wife'], 'label': ['A', 'B', 'C', 'D']}",A,inheriting is when a inherited characteristic is passed from parent to offspring by genetics,1.0,2.0,be7a45e47c
13-650,Which is likeliest to attract a magnet?,"{'text': ['feathers', 'a wrench', 'hair', 'blood'], 'label': ['A', 'B', 'C', 'D']}",B,if a magnet is attracted to a metal then that magnet will stick to that metal,1.0,2.0,7b06152ffc
13-651,Seals have an instinct to give birth in the same area every year. Where do seals give birth normally?,"{'text': ['Jupiter', 'space', 'waterfronts', 'houses'], 'label': ['A', 'B', 'C', 'D']}",C,seals every year return to the same beaches to give birth,1.0,2.0,bdb4135787
